Requirement_ID,Requirement,Sub_Feature_ID,Sub_Feature,Test_Case_ID,Test_Case_Name,Feature_Description,Verification_Goal,Stimuli,Test_Type,Coverage_Method,Covergroup_Binding,Assertion_Binding,Sequence_Binding,Criteria_Pass_Fail,Priority,RTL_Reference,Spec_Reference,Status,Implementation_Stage,Implementation_Artifact,Implementation_Notes
PTW-SPEC-IMPORT-PTW-INFRA-007,mmu_maee_twu_sva.sv、mmu_sysmap_sva.sv、whitebox cg,PTW-INFRA-007,13.15 TB、scoreboard、SVA 与覆盖率必改测试点,PTW-INFRA-007,PTW-INFRA-007,MAEE=0 4K THD path、degrade PPN/page_size、flag order、no-lower-walk,MAEE-TP-* 有 direct evidence，不能只靠 FST/SCD 推断 4K。,,Infrastructure/Checker,Source-side scoreboard / monitor / SVA coverage,,,,MAEE-TP-* 有 direct evidence，不能只靠 FST/SCD 推断 4K。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1722,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.15 TB、scoreboard、SVA 与覆盖率必改测试点'. Source row: Infra ID=PTW-INFRA-007 | 范围=mmu_maee_twu_sva.sv、mmu_sysmap_sva.sv、whitebox cg | 必须支持的测试点=MAEE=0 4K THD path、degrade PPN/page_size、flag order、no-lower-walk | 关闭标准=MAEE-TP-* 有 direct evidence，不能只靠 FST/SCD 推断 4K。
PTW-SPEC-IMPORT-PTW-INFRA-008,mmu_arb_sva.sv、TWU/top arbitration monitor,PTW-INFRA-008,13.15 TB、scoreboard、SVA 与覆盖率必改测试点,PTW-INFRA-008,PTW-INFRA-008,access/page/refill priority、grant onehot、work-conserving、wait hold,仲裁优先级由 assertion/monitor 关闭；scoreboard 不做固定 cycle 顺序要求。,,Infrastructure/Checker,Source-side scoreboard / monitor / SVA coverage,,,,仲裁优先级由 assertion/monitor 关闭；scoreboard 不做固定 cycle 顺序要求。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1723,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.15 TB、scoreboard、SVA 与覆盖率必改测试点'. Source row: Infra ID=PTW-INFRA-008 | 范围=mmu_arb_sva.sv、TWU/top arbitration monitor | 必须支持的测试点=access/page/refill priority、grant onehot、work-conserving、wait hold | 关闭标准=仲裁优先级由 assertion/monitor 关闭；scoreboard 不做固定 cycle 顺序要求。
PTW-SPEC-IMPORT-PTW-INFRA-009,coverage gate / regression report,PTW-INFRA-009,13.15 TB、scoreboard、SVA 与覆盖率必改测试点,PTW-INFRA-009,PTW-INFRA-009,PTW-AUD-*、PTW-ADD-*、PDE-TP-*、MBUF-TP-*、MAEE-TP-* 绑定,每个 P0/P1 row 有 directed pass + cover/SVA hit，或 bug/waiver。,,Infrastructure/Checker,Source-side scoreboard / monitor / SVA coverage,,,,每个 P0/P1 row 有 directed pass + cover/SVA hit，或 bug/waiver。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1724,Planned/Spec-Imported,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.15 TB、scoreboard、SVA 与覆盖率必改测试点'. Source row: Infra ID=PTW-INFRA-009 | 范围=coverage gate / regression report | 必须支持的测试点=PTW-AUD-*、PTW-ADD-*、PDE-TP-*、MBUF-TP-*、MAEE-TP-* 绑定 | 关闭标准=每个 P0/P1 row 有 directed pass + cover/SVA hit，或 bug/waiver。
PTW-SPEC-IMPORT-PTW-MOD-001,test_pte_rw_both_zero,PTW-MOD-001,13.8 必须修改或拆分的现有测试点,PTW-MOD-001,test_pte_rw_both_zero,拆成 fst/scd 合法非叶、thd 非叶 page fault、leaf write-only、X-only leaf、不同 access type。,每个子用例显式记录 PTE V/R/W/X、level、type、MXR，并比较 page fault/refill。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_pte_rw_both_zero,每个子用例显式记录 PTE V/R/W/X、level、type、MXR，并比较 page fault/refill。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1522,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-001 | 现有测试点=test_pte_rw_both_zero | 必须修改的内容=拆成 fst/scd 合法非叶、thd 非叶 page fault、leaf write-only、X-only leaf、不同 access type。 | 关闭标准=每个子用例显式记录 PTE V/R/W/X、level、type、MXR，并比较 page fault/refill。
PTW-SPEC-IMPORT-PTW-MOD-002,所有调用 ptw_mem_illegal_pte_seq 的 PTE wrapper,PTW-MOD-002,13.8 必须修改或拆分的现有测试点,PTW-MOD-002,所有调用 ptw_mem_illegal_pte_seq 的 PTE wrapper,"不允许默认 fault_kind=""V_OFF"" 关闭其它 fault。每个 wrapper 必须显式设置 fault_kind、level、page size、type、MXR/SUM/MPRV/MPP。",log/coverage 能证明目标 fault_kind 被命中。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,所有调用 ptw_mem_illegal_pte_seq 的 PTE wrapper,log/coverage 能证明目标 fault_kind 被命中。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1523,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,"Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-002 | 现有测试点=所有调用 ptw_mem_illegal_pte_seq 的 PTE wrapper | 必须修改的内容=不允许默认 fault_kind=""V_OFF"" 关闭其它 fault。每个 wrapper 必须显式设置 fault_kind、level、page size、type、MXR/SUM/MPRV/MPP。 | 关闭标准=log/coverage 能证明目标 fault_kind 被命中。"
PTW-SPEC-IMPORT-PTW-MOD-003,page_table_builder.inject_fault(),PTW-MOD-003,13.8 必须修改或拆分的现有测试点,PTW-MOD-003,page_table_builder.inject_fault(),RESERVED_BITS 改名/拆分为 RSW_NONZERO 和 HIGH_RESERVED_NONZERO；实现 MISALIGNED_1G/2M、leaf/non-leaf、fst/scd/thd、PFU-specific PTE 构造。,不能再用 RSW 模拟 high reserved；misaligned 必须真实破坏 PPN 对齐。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,page_table_builder.inject_fault(),不能再用 RSW 模拟 high reserved；misaligned 必须真实破坏 PPN 对齐。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1524,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-003 | 现有测试点=page_table_builder.inject_fault() | 必须修改的内容=RESERVED_BITS 改名/拆分为 RSW_NONZERO 和 HIGH_RESERVED_NONZERO；实现 MISALIGNED_1G/2M、leaf/non-leaf、fst/scd/thd、PFU-specific PTE 构造。 | 关闭标准=不能再用 RSW 模拟 high reserved；misaligned 必须真实破坏 PPN 对齐。
PTW-SPEC-IMPORT-PTW-MOD-004,mmu_ref_model.svh / ptw_source_ref_model,PTW-MOD-004,13.8 必须修改或拆分的现有测试点,PTW-MOD-004,mmu_ref_model.svh / ptw_source_ref_model,按本文 §13.1 更新或新增 PTW source-side API：不检查 reserved/RSW/strong-order；write-only 公式；store 不要求 R；PFU 不按 load 检查 R/MXR/D；PMP 检查 PTE PA 而非 final PA；RSW/G/flg；MAEE/sysmap/degrade；PDE cache；type/id 返回目标。,Directed PTE/PFU/MAEE/PDE/PMP tests 不因旧标准 Sv39 或 consumer-only 模型误报/漏报。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,mmu_ref_model.svh / ptw_source_ref_model,Directed PTE/PFU/MAEE/PDE/PMP tests 不因旧标准 Sv39 或 consumer-only 模型误报/漏报。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1525,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-004 | 现有测试点=mmu_ref_model.svh / ptw_source_ref_model | 必须修改的内容=按本文 §13.1 更新或新增 PTW source-side API：不检查 reserved/RSW/strong-order；write-only 公式；store 不要求 R；PFU 不按 load 检查 R/MXR/D；PMP 检查 PTE PA 而非 final PA；RSW/G/flg；MAEE/sysmap/degrade；PDE cache；type/id 返回目标。 | 关闭标准=Directed PTE/PFU/MAEE/PDE/PMP tests 不因旧标准 Sv39 或 consumer-only 模型误报/漏报。
PTW-SPEC-IMPORT-PTW-MOD-005,test_pte_misaligned_ppn_1g/2m,PTW-MOD-005,13.8 必须修改或拆分的现有测试点,PTW-MOD-005,test_pte_misaligned_ppn_1g/2m,明确 1G leaf 要 PPN[1:0]==0，2M leaf 要 PPN[0]==0；MAEE=0 时仍先 page fault。,page fault 输出，无 sysmap/degrade/refill/下级访问。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_pte_misaligned_ppn_1g/2m,page fault 输出，无 sysmap/degrade/refill/下级访问。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1526,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-005 | 现有测试点=test_pte_misaligned_ppn_1g/2m | 必须修改的内容=明确 1G leaf 要 PPN[1:0]==0，2M leaf 要 PPN[0]==0；MAEE=0 时仍先 page fault。 | 关闭标准=page fault 输出，无 sysmap/degrade/refill/下级访问。
PTW-SPEC-IMPORT-PTW-MOD-006,test_pte_global_bit_asid,PTW-MOD-006,13.8 必须修改或拆分的现有测试点,PTW-MOD-006,test_pte_global_bit_asid,拆成 leaf G、non-leaf G、PDE hit 后 leaf G；检查 raw G 不进 data flg。,global 等于当前 leaf G；非叶 G 不向下 OR。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_pte_global_bit_asid,global 等于当前 leaf G；非叶 G 不向下 OR。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1527,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-006 | 现有测试点=test_pte_global_bit_asid | 必须修改的内容=拆成 leaf G、non-leaf G、PDE hit 后 leaf G；检查 raw G 不进 data flg。 | 关闭标准=global 等于当前 leaf G；非叶 G 不向下 OR。
PTW-SPEC-IMPORT-PTW-MOD-007,PDE cache smoke tests,PTW-MOD-007,13.8 必须修改或拆分的现有测试点,PTW-MOD-007,PDE cache smoke tests,补双命中选第二级、lookup/update 同拍、非叶 no-fault update、page fault/bus error/abort 不 update、satp/PMP clear no-flush。,PDE monitor/SVA 有对应 cover/assertion evidence。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,PDE cache smoke tests,PDE monitor/SVA 有对应 cover/assertion evidence。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1528,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-007 | 现有测试点=PDE cache smoke tests | 必须修改的内容=补双命中选第二级、lookup/update 同拍、非叶 no-fault update、page fault/bus error/abort 不 update、satp/PMP clear no-flush。 | 关闭标准=PDE monitor/SVA 有对应 cover/assertion evidence。
PTW-SPEC-IMPORT-PTW-MOD-008,test_satp_switch_during_walk、test_ptw_satp_load_dual_switch,PTW-MOD-008,13.8 必须修改或拆分的现有测试点,PTW-MOD-008,test_satp_switch_during_walk、test_ptw_satp_load_dual_switch,区分 SATP 使用点、PDE clear-only 和 tlboper abort。,satp 任意字段改变下一拍清 PDE valid；不 flush in-flight；普通 UVM 可约束 ASID/PPN 改变伴随 abort。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_satp_switch_during_walk、test_ptw_satp_load_dual_switch,satp 任意字段改变下一拍清 PDE valid；不 flush in-flight；普通 UVM 可约束 ASID/PPN 改变伴随 abort。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1529,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-008 | 现有测试点=test_satp_switch_during_walk、test_ptw_satp_load_dual_switch | 必须修改的内容=区分 SATP 使用点、PDE clear-only 和 tlboper abort。 | 关闭标准=satp 任意字段改变下一拍清 PDE valid；不 flush in-flight；普通 UVM 可约束 ASID/PPN 改变伴随 abort。
PTW-SPEC-IMPORT-PTW-MOD-009,test_sfence_abort_walk,PTW-MOD-009,13.8 必须修改或拆分的现有测试点,PTW-MOD-009,test_sfence_abort_walk,改名或描述为 tlboper_ptw_abort；拆出无 outstanding、有 outstanding、same-cycle data、same-cycle bus_error、pre-existing exception grant、PDE update blocked。,abort 后无 stale refill/PDE update；LSU outstanding 保持到返回；新 bus error 不上报。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_sfence_abort_walk,abort 后无 stale refill/PDE update；LSU outstanding 保持到返回；新 bus error 不上报。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1530,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-009 | 现有测试点=test_sfence_abort_walk | 必须修改的内容=改名或描述为 tlboper_ptw_abort；拆出无 outstanding、有 outstanding、same-cycle data、same-cycle bus_error、pre-existing exception grant、PDE update blocked。 | 关闭标准=abort 后无 stale refill/PDE update；LSU outstanding 保持到返回；新 bus error 不上报。
PTW-SPEC-IMPORT-PTW-MOD-010,test_bus_error_terminate,PTW-MOD-010,13.8 必须修改或拆分的现有测试点,PTW-MOD-010,test_bus_error_terminate,不再写“所有关联 TWU 获得错误”。LSU bus error 只对应 mbuf entry 原始 type/id 的 access fault。,bus error 不进 CHK、不 page fault、不 refill；entry 释放等待异常寄存器写成功；access fault 优先。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_bus_error_terminate,bus error 不进 CHK、不 page fault、不 refill；entry 释放等待异常寄存器写成功；access fault 优先。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1531,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-010 | 现有测试点=test_bus_error_terminate | 必须修改的内容=不再写“所有关联 TWU 获得错误”。LSU bus error 只对应 mbuf entry 原始 type/id 的 access fault。 | 关闭标准=bus error 不进 CHK、不 page fault、不 refill；entry 释放等待异常寄存器写成功；access fault 优先。
PTW-SPEC-IMPORT-PTW-MOD-011,pmp_twu_tests_v6 legacy names,PTW-MOD-011,13.8 必须修改或拆分的现有测试点,PTW-MOD-011,pmp_twu_tests_v6 legacy names,改成 original type permission、fst/scd/thd level、MPRV effective mode、M-mode L=0/L=1。,PMP deny 后无 mbuf/LSU/CHK；allow 后按正常 walk。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,pmp_twu_tests_v6 legacy names,PMP deny 后无 mbuf/LSU/CHK；allow 后按正常 walk。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1532,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-011 | 现有测试点=pmp_twu_tests_v6 legacy names | 必须修改的内容=改成 original type permission、fst/scd/thd level、MPRV effective mode、M-mode L=0/L=1。 | 关闭标准=PMP deny 后无 mbuf/LSU/CHK；allow 后按正常 walk。
PTW-SPEC-IMPORT-PTW-MOD-012,maee_twu_tests、phase13 sysmap tests,PTW-MOD-012,13.8 必须修改或拆分的现有测试点,PTW-MOD-012,maee_twu_tests、phase13 sysmap tests,补 THD/4K 可观测性、1G->4K、flag order、no-lower-walk、进入 sysmap 后 MAEE 不回退。,MAEE=0 all sizes 属性来自 sysmap；MAEE=1 all sizes 来自 PTE。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,maee_twu_tests、phase13 sysmap tests,MAEE=0 all sizes 属性来自 sysmap；MAEE=1 all sizes 来自 PTE。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1533,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-012 | 现有测试点=maee_twu_tests、phase13 sysmap tests | 必须修改的内容=补 THD/4K 可观测性、1G->4K、flag order、no-lower-walk、进入 sysmap 后 MAEE 不回退。 | 关闭标准=MAEE=0 all sizes 属性来自 sysmap；MAEE=1 all sizes 来自 PTE。
PTW-SPEC-IMPORT-PTW-MOD-013,test_xbar_twu_round_robin、test_xbar_1to4_distribution,PTW-MOD-013,13.8 必须修改或拆分的现有测试点,PTW-MOD-013,test_xbar_twu_round_robin、test_xbar_1to4_distribution,round-robin expected 改为 hash：vpn[1:0]^vpn[10:9]^vpn[19:18]^vpn[26:25]。,目标 TWU 与 hash 一致；target not ready 时 ready low 且 request fields stable。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,test_xbar_twu_round_robin、test_xbar_1to4_distribution,目标 TWU 与 hash 一致；target not ready 时 ready low 且 request fields stable。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1534,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-013 | 现有测试点=test_xbar_twu_round_robin、test_xbar_1to4_distribution | 必须修改的内容=round-robin expected 改为 hash：vpn[1:0]^vpn[10:9]^vpn[19:18]^vpn[26:25]。 | 关闭标准=目标 TWU 与 hash 一致；target not ready 时 ready low 且 request fields stable。
PTW-SPEC-IMPORT-PTW-MOD-014,L1DTLB PTW-related tests,PTW-MOD-014,13.8 必须修改或拆分的现有测试点,PTW-MOD-014,L1DTLB PTW-related tests,DTLB_REFILL_*、DTLB_MB_PGFLT_*、DTLB_ACCESS_FAULT_* 标为 consumer-only；busy/wakeup/MB alloc/full 归 L1DTLB。,PTW closure report 不用 consumer-only 代替 source-side checker。,,Traceability Action/Modify,Source-side scoreboard / monitor / SVA coverage,,,L1DTLB PTW-related tests,PTW closure report 不用 consumer-only 代替 source-side checker。,Audit,mmu/rtl/ptw.sv; mmu/rtl/twu.sv; mmu/rtl/ptw_mbuf.sv; mmu/rtl/PDE_cache.sv,doc/ptw_uvm_review/ptwspec.md:1535,Modify Required,PTW-Spec-Traceability-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.8 必须修改或拆分的现有测试点'. Source row: Action ID=PTW-MOD-014 | 现有测试点=L1DTLB PTW-related tests | 必须修改的内容=DTLB_REFILL_*、DTLB_MB_PGFLT_*、DTLB_ACCESS_FAULT_* 标为 consumer-only；busy/wakeup/MB alloc/full 归 L1DTLB。 | 关闭标准=PTW closure report 不用 consumer-only 代替 source-side checker。
PTW-SPEC-IMPORT-PTW-SVA-ARB-001,PTW 顶层同周期结果 class onehot：normal refill、page fault、access fault 至多一种可见。,PTW-SVA-ARB-001,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-001,PTW-SVA-ARB-001,PTW 顶层同周期结果 class onehot：normal refill、page fault、access fault 至多一种可见。,PTW 顶层同周期结果 class onehot：normal refill、page fault、access fault 至多一种可见。,PTW-ADD-006,Assertion,Assertion + cover property,PTW-ADD-006,PTW-SVA-ARB-001,,PTW 顶层同周期结果 class onehot：normal refill、page fault、access fault 至多一种可见。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2275,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-001 | Priority=P0 | 断言要求=PTW 顶层同周期结果 class onehot：normal refill、page fault、access fault 至多一种可见。 | 绑定测试点=PTW-ADD-006
PTW-SPEC-IMPORT-PTW-SVA-ARB-002,class priority 固定为 access fault > page fault > normal refill。,PTW-SVA-ARB-002,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-002,PTW-SVA-ARB-002,class priority 固定为 access fault > page fault > normal refill。,class priority 固定为 access fault > page fault > normal refill。,PTW-AUD-017、PTW-INFRA-008,Assertion,Assertion + cover property,PTW-AUD-017、PTW-INFRA-008,PTW-SVA-ARB-002,,class priority 固定为 access fault > page fault > normal refill。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2276,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-002 | Priority=P0 | 断言要求=class priority 固定为 access fault > page fault > normal refill。 | 绑定测试点=PTW-AUD-017、PTW-INFRA-008
PTW-SPEC-IMPORT-PTW-SVA-ARB-003,tlboper_ptw_abort 当拍和 flush 窗口不得产生 normal refill；已有异常寄存器获 grant 的异常按 §11.4 允许。,PTW-SVA-ARB-003,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-003,PTW-SVA-ARB-003,tlboper_ptw_abort 当拍和 flush 窗口不得产生 normal refill；已有异常寄存器获 grant 的异常按 §11.4 允许。,tlboper_ptw_abort 当拍和 flush 窗口不得产生 normal refill；已有异常寄存器获 grant 的异常按 §11.4 允许。,PTW-ADD-024,Assertion,Assertion + cover property,PTW-ADD-024,PTW-SVA-ARB-003,,tlboper_ptw_abort 当拍和 flush 窗口不得产生 normal refill；已有异常寄存器获 grant 的异常按 §11.4 允许。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2277,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-003 | Priority=P0 | 断言要求=tlboper_ptw_abort 当拍和 flush 窗口不得产生 normal refill；已有异常寄存器获 grant 的异常按 §11.4 允许。 | 绑定测试点=PTW-ADD-024
PTW-SPEC-IMPORT-PTW-SVA-ARB-004,output ptw_l2tlb_cmplt 等于 L2TLB data/page/access 三类完成 OR；三类完成携带同一 ptw_l2tlb_type/id。,PTW-SVA-ARB-004,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-004,PTW-SVA-ARB-004,output ptw_l2tlb_cmplt 等于 L2TLB data/page/access 三类完成 OR；三类完成携带同一 ptw_l2tlb_type/id。,output ptw_l2tlb_cmplt 等于 L2TLB data/page/access 三类完成 OR；三类完成携带同一 ptw_l2tlb_type/id。,PTW-AUD-003/004,Assertion,Assertion + cover property,PTW-AUD-003/004,PTW-SVA-ARB-004,,output ptw_l2tlb_cmplt 等于 L2TLB data/page/access 三类完成 OR；三类完成携带同一 ptw_l2tlb_type/id。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2278,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-004 | Priority=P0 | 断言要求=output ptw_l2tlb_cmplt 等于 L2TLB data/page/access 三类完成 OR；三类完成携带同一 ptw_l2tlb_type/id。 | 绑定测试点=PTW-AUD-003/004
PTW-SPEC-IMPORT-PTW-SVA-ARB-005,load/store normal refill 必须同时到 L1DTLB 和 L2TLB；fetch normal refill 必须同时到 L1ITLB 和 L2TLB；PFU normal refill 只到 L2TLB。,PTW-SVA-ARB-005,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-005,PTW-SVA-ARB-005,load/store normal refill 必须同时到 L1DTLB 和 L2TLB；fetch normal refill 必须同时到 L1ITLB 和 L2TLB；PFU normal refill 只到 L2TLB。,load/store normal refill 必须同时到 L1DTLB 和 L2TLB；fetch normal refill 必须同时到 L1ITLB 和 L2TLB；PFU normal refill 只到 L2TLB。,PTW-ADD-004、PTW-FLOW-020,Assertion,Assertion + cover property,PTW-ADD-004、PTW-FLOW-020,PTW-SVA-ARB-005,,load/store normal refill 必须同时到 L1DTLB 和 L2TLB；fetch normal refill 必须同时到 L1ITLB 和 L2TLB；PFU normal refill 只到 L2TLB。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2279,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-005 | Priority=P0 | 断言要求=load/store normal refill 必须同时到 L1DTLB 和 L2TLB；fetch normal refill 必须同时到 L1ITLB 和 L2TLB；PFU normal refill 只到 L2TLB。 | 绑定测试点=PTW-ADD-004、PTW-FLOW-020
